Date,Open,High,Low,Close,Adj Close,Volume,Industry
11/30/2017,50800,51860,50200,50800,17912.68359,29634150,IT
12/1/2017,50800,51780,50800,50840,17926.78906,12868600,IT
12/4/2017,50840,51340,50020,51340,18103.09375,14865050,IT
12/5/2017,50600,51300,50280,51260,18074.88672,9326550,IT
12/6/2017,51260,51560,50020,50020,17637.64648,10889200,IT
12/7/2017,50040,50980,50020,50740,17891.52734,11065600,IT
12/8/2017,51360,52000,51040,52000,18335.81836,11290450,IT
12/11/2017,52000,52040,51500,51780,18258.24414,8125850,IT
12/12/2017,51820,52100,51660,52100,18371.08008,8765050,IT
12/13/2017,52100,52100,51100,51320,18096.04297,11333700,IT
12/14/2017,51320,52280,51060,51060,18004.36328,20310400,IT
12/15/2017,51240,51480,50520,50620,17849.21289,14928550,IT
12/18/2017,50620,51240,50620,51200,18053.72852,7350250,IT
12/19/2017,51540,52080,51520,51560,18180.66797,11978600,IT
12/21/2017,51000,51060,49100,49140,17327.34766,15624300,IT
12/22/2017,49400,49960,49240,49700,17524.81055,11199650,IT
12/26/2017,49760,50100,48200,48200,16995.89258,16039850,IT
12/27/2017,48960,49560,48460,49360,31420.12305,10743600,IT
12/28/2017,49560,50960,49500,50960,32438.60352,8985450,IT
1/2/2018,51380,51400,50780,51020,32476.79688,8474250,IT
1/3/2018,52540,52560,51420,51620,32858.72656,10013500,IT
1/4/2018,52120,52180,50640,51080,32514.99023,11695450,IT
1/5/2018,51300,52120,51200,52120,33177.00391,9481150,IT
1/8/2018,52400,52520,51500,52020,33113.34766,8383650,IT
1/9/2018,51460,51720,49980,50400,32082.13477,18013600,IT
1/10/2018,50500,50520,48640,48840,31089.11719,18566800,IT
1/11/2018,48200,49260,48020,48240,30707.1875,25123800,IT
1/12/2018,48240,48480,46760,48200,30681.72461,27270450,IT
1/15/2018,48800,48980,47920,48540,30898.15234,10096000,IT
1/16/2018,48760,50140,48620,50000,31827.51563,20389650,IT
1/17/2018,50020,50020,49060,49620,31585.62695,11053050,IT
1/18/2018,50020,50640,49820,49900,31763.85938,14848850,IT
1/19/2018,50380,50380,49040,49320,31394.66211,9219950,IT
1/22/2018,48640,48680,47960,48240,30707.1875,12520900,IT
1/23/2018,48660,49160,48300,49160,31292.8125,13532700,IT
1/24/2018,48860,49700,48560,49340,31407.39258,9550500,IT
1/25/2018,49220,50360,49160,50260,31993.01758,11160350,IT
1/26/2018,50500,50780,49840,50780,32324.02539,10350100,IT
1/29/2018,51200,51480,50900,51220,32604.10742,11838800,IT
1/30/2018,50440,50640,49780,49800,31700.20508,12284550,IT
1/31/2018,50020,54140,49600,49900,31763.85938,64681300,IT
2/1/2018,50620,50960,49720,49820,31712.93555,27609450,IT
2/2/2018,49380,49400,47700,47700,30363.44922,29260350,IT
2/5/2018,46500,48320,46000,47920,30503.49023,28357900,IT
2/6/2018,46600,47920,46580,47420,30185.21484,19406450,IT
2/7/2018,48240,48260,45800,45800,29154.00391,23448050,IT
2/8/2018,46120,46620,45980,46000,29281.31445,23251050,IT
2/9/2018,44440,45180,44420,44700,28453.79883,17465000,IT
2/12/2018,45100,46320,45040,45720,29103.08008,15754950,IT
